sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,25 - 45,Caucasian,None,None,None,None,F,Burglary Assault/Battery Armed,0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,None,M,DWLS Canceled Disqul 1st Off,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Aggrav Battery w/Deadly Weapon,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Poss Of Controlled Substance,0
Female,25 - 45,African-American,None,None,None,1 to 5,F,Burglary With Assault/battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Petit Theft,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,Assault,1
Female,Greater than 45,African-American,None,None,None,5+ to 15,M,Battery,1
Male,Less than 25,Caucasian,None,None,1 to 2,5+ to 15,F,Felony Petit Theft,1
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,M,Battery,1
Female,Greater than 45,African-American,None,None,None,1 to 5,F,Driving While License Revoked,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,Greater than 45,African-American,None,None,None,None,M,Driving Under The Influence,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Less than 25,African-American,1 to 4,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Driving License Suspended,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,African-American,None,None,None,1 to 5,M,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,Less than 25,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Female,Greater than 45,Caucasian,None,None,None,1 to 5,F,Felony Batt(Great Bodily Harm),0
Female,25 - 45,African-American,1 to 4,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Felony Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,arrest case no charge,0
Female,Less than 25,Caucasian,None,1 to 2,None,1 to 5,M,Battery,1
Male,Less than 25,African-American,1 to 4,1 to 2,1 to 2,1 to 5,F,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,arrest case no charge,1
Male,25 - 45,Hispanic,None,None,None,None,F,Carrying Concealed Firearm,0
Female,Greater than 45,Caucasian,None,None,None,1 to 5,F,Battery on Law Enforc Officer,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,Greater than 45,African-American,None,None,None,15+ to 25,F,Felony Driving While Lic Suspd,1
Male,Greater than 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,None,M,Extradition/Defendants,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,Less than 25,African-American,1 to 4,None,None,1 to 5,F,Burglary Conveyance Unoccup,1
Male,Greater than 45,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,0
Female,Less than 25,Other,None,None,None,None,F,Uttering a Forged Instrument,0
Male,Less than 25,African-American,None,None,None,None,F,Burglary Dwelling Occupied,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,Other,None,None,None,None,F,Felony Battery (Dom Strang),1
Male,Greater than 45,Other,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Female,25 - 45,Caucasian,None,None,None,None,M,Disorderly Conduct,1
Female,Less than 25,African-American,None,None,None,1 to 5,F,Aggrav Battery w/Deadly Weapon,1
Male,Greater than 45,Caucasian,None,None,None,None,M,Operating W/O Valid License,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Felony/Driving Under Influence,1
Female,Greater than 45,Other,None,None,None,None,M,Battery,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,25 - 45,Asian,None,None,None,None,M,Battery,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Leaving the Scene of Accident,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,African-American,None,None,None,None,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,2+,None,1 to 5,M,Viol Injunct Domestic Violence,0
Female,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Possession of Cannabis,1
Male,25 - 45,Caucasian,None,None,1 to 2,5+ to 15,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,15+ to 25,M,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Driving While License Revoked,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Corrupt Public Servant,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Bribery Athletic Contests,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Felony Driving While Lic Suspd,0
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,M,arrest case no charge,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession Of Heroin,1
Female,25 - 45,African-American,None,None,None,None,F,Agg Battery Grt/Bod/Harm,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Driving License Suspended,0
Female,Greater than 45,Caucasian,None,None,None,None,M,Battery,1
Female,25 - 45,African-American,None,None,None,None,F,Aggravated Assault W/Dead Weap,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cannabis,0
Male,25 - 45,Hispanic,None,None,None,15+ to 25,F,Possession Of Heroin,1
Female,25 - 45,African-American,None,None,None,None,F,Grand Theft on 65 Yr or Older,0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,Hispanic,None,None,None,1 to 5,F,Battery on Law Enforc Officer,1
Male,Less than 25,African-American,None,None,None,None,F,Burglary Structure Unoccup,0
Female,25 - 45,Caucasian,None,None,None,None,F,Tamper With Witness/Victim/CI,1
Male,Less than 25,African-American,None,None,None,5+ to 15,F,Crim Attempt/Solic/Consp,1
Male,25 - 45,Caucasian,None,None,None,None,M,Driving License Suspended,0
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Greater than 45,African-American,None,None,None,1 to 5,M,arrest case no charge,0
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,DWLS Canceled Disqul 1st Off,1
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,0
Female,Less than 25,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Agg Battery Grt/Bod/Harm,1
Male,Less than 25,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,Hispanic,None,None,None,1 to 5,M,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Poss Pyrrolidinovalerophenone,1
Female,Less than 25,African-American,None,None,None,1 to 5,M,Petit Theft,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,Caucasian,None,None,1 to 2,None,F,Grand Theft Dwell Property,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,1
Male,Less than 25,African-American,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,1
Male,25 - 45,African-American,None,None,None,15+ to 25,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Resist/Obstruct W/O Violence,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,1
Male,Less than 25,Hispanic,None,None,1 to 2,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,Petit Theft,1
Female,Greater than 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,Greater than 45,African-American,None,None,None,None,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Felony Driving While Lic Suspd,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Prowling/Loitering,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,M,Viol Prot Injunc Repeat Viol,1
Male,25 - 45,Other,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,None,F,Burglary Dwelling Assault/Batt,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Possession of Cocaine,1
Female,25 - 45,African-American,None,None,None,None,F,Agg Battery Grt/Bod/Harm,0
Male,Greater than 45,African-American,None,None,None,None,M,Battery,0
Female,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Resist Officer w/Violence,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Burglary Structure Unoccup,1
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,Less than 25,African-American,None,1 to 2,None,1 to 5,F,Possession of Cocaine,0
Female,25 - 45,Hispanic,None,None,None,None,F,Aggrav Battery w/Deadly Weapon,1
Male,Greater than 45,African-American,None,None,1 to 2,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,M,Resist/Obstruct W/O Violence,1
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Pos Cannabis W/Intent Sel/Del,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Burglary Dwelling Occupied,1
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Petit Theft,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Viol Pretrial Release Dom Viol,1
Male,Greater than 45,African-American,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Poss/Sell/Del/Man Amobarbital,1
Male,25 - 45,African-American,1 to 4,None,None,15+ to 25,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,Caucasian,None,None,1 to 2,1 to 5,F,Poss Contr Subst W/o Prescript,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Carrying Concealed Firearm,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Battery,1
Male,Less than 25,African-American,None,1 to 2,None,5+ to 15,F,Burglary Unoccupied Dwelling,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Kidnapping / Domestic Violence,1
Female,Less than 25,Hispanic,None,None,None,None,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Felony/Driving Under Influence,0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Tresspass Struct/Conveyance,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,Less than 25,African-American,None,None,None,1 to 5,M,Battery,1
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Aggravated Battery / Pregnant,0
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Cruelty to Animals,0
Male,25 - 45,African-American,None,None,None,None,F,Driving While License Revoked,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Dealing in Stolen Property,0
Female,25 - 45,African-American,None,None,None,1 to 5,M,Exposes Culpable Negligence,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Hispanic,None,None,None,15+ to 25,F,Uttering a Forged Instrument,0
Male,25 - 45,African-American,None,None,None,None,F,Pos Cannabis W/Intent Sel/Del,1
Male,Less than 25,Other,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Felony Battery w/Prior Convict,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Agg Fleeing and Eluding,0
Male,Less than 25,African-American,None,1 to 2,None,5+ to 15,M,Operating W/O Valid License,1
Female,Less than 25,African-American,None,1 to 2,None,1 to 5,F,Aggrav Battery w/Deadly Weapon,0
Male,Greater than 45,Hispanic,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,0
Female,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Other,None,None,None,5+ to 15,M,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Driving License Suspended,0
Female,25 - 45,Caucasian,None,None,None,15+ to 25,M,Trespass Private Property,1
Male,Greater than 45,African-American,None,None,None,None,M,Battery,0
Female,Less than 25,Other,None,None,None,1 to 5,F,Possession Of Methamphetamine,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,False Ownership Info/Pawn Item,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Female,25 - 45,Hispanic,None,None,None,1 to 5,F,Burglary Conveyance Unoccup,0
Male,25 - 45,Hispanic,None,None,None,None,M,Assault,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Lve/Scen/Acc/Veh/Prop/Damage,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Driving While License Revoked,0
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,Less than 25,African-American,None,None,None,None,F,Aggravated Assault W/dead Weap,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,M,Petit Theft $100- $300,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,F,Possession of Cocaine,1
Female,25 - 45,Hispanic,None,None,None,None,M,Burglary Structure Unoccup,0
Male,Greater than 45,African-American,None,None,None,15+ to 25,M,arrest case no charge,1
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,Grand Theft (Motor Vehicle),1
Male,25 - 45,African-American,None,None,None,15+ to 25,F,Felony Driving While Lic Suspd,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Resist/Obstruct W/O Violence,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Unauth C/P/S Sounds>1000/Audio,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,Possession of Cannabis,0
Male,Less than 25,Other,None,None,None,None,F,Tampering With Physical Evidence,1
Female,Less than 25,African-American,None,None,None,None,F,Possession Of Alprazolam,1
Male,Greater than 45,Caucasian,None,None,None,25+,F,Corrupt Public Servant,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Lve/Scen/Acc/Veh/Prop/Damage,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Felony Petit Theft,1
Female,25 - 45,Hispanic,None,None,None,1 to 5,F,Grand Theft (Motor Vehicle),1
Male,25 - 45,African-American,1 to 4,None,None,15+ to 25,F,arrest case no charge,1
Female,Less than 25,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Possession Burglary Tools,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,0
Female,Greater than 45,Caucasian,None,None,None,None,F,Aggrav Battery w/Deadly Weapon,0
Male,Greater than 45,African-American,None,None,None,None,F,False Imprisonment,0
Female,25 - 45,African-American,None,None,None,None,M,Exposes Culpable Negligence,0
Female,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,African-American,None,None,None,None,F,Possession of Cocaine,1
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Asian,None,None,None,None,F,Battery on a Person Over 65,0
Male,Less than 25,Caucasian,None,None,None,None,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession Of Amphetamine,0
Female,Less than 25,Caucasian,None,None,None,None,F,Possession Of Heroin,0
Female,Greater than 45,African-American,None,None,None,None,F,Felony Petit Theft,0
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,M,arrest case no charge,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,1
Male,25 - 45,African-American,None,1 to 2,1 to 2,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Driving While License Revoked,0
Male,25 - 45,African-American,None,None,None,None,M,Unlaw Use False Name/Identity,1
